,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
Driver,64933.300000,70157.000000,69512.700000,72824.000000,75513.300000,72878.300000,79264.800000,72997.900000,70256.300000,75121.600000,80306.400000,85863.000000,87338.500000,84859.100000,71537.900000,92101.600000,84777.800000,84855.300000,80016.000000,83927.200000,88944.700000,92846.900000,86373.700000,91827.900000,88572.800000,79221.000000,92215.000000,88376.800000,92459.200000,85811.600000,85637.600000,89338.900000,92689.200000,101250.100000,99668.200000,101868.200000,103055.700000,95018.100000,107150.200000,104549.800000,
