,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
Driver,61376.800000,61114.000000,60555.100000,57390.800000,55131.600000,55944.100000,55594.300000,53391.900000,52777.300000,53879.400000,51883.800000,53004.400000,55698.300000,55203.600000,56653.300000,54250.000000,52317.700000,51683.600000,54884.400000,52694.000000,50885.900000,52029.700000,51672.600000,53427.000000,54110.400000,54315.700000,53095.900000,50981.200000,50291.700000,51559.700000,51709.100000,52380.800000,50476.300000,53313.200000,53632.600000,53824.500000,55459.200000,57092.900000,54916.500000,51722.800000,
