,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
Driver,57384.100000,54381.800000,52378.600000,51410.200000,49661.000000,47533.000000,46908.700000,47310.200000,46132.700000,45042.700000,44908.900000,45340.600000,44397.200000,45599.200000,45532.600000,44784.600000,44321.100000,44975.100000,43934.000000,44202.300000,46751.600000,44614.400000,46569.800000,46299.400000,46085.500000,47005.100000,47748.200000,47908.800000,46603.100000,46076.800000,45464.800000,46047.500000,45965.500000,47971.700000,48606.100000,48256.000000,47872.300000,47701.100000,49105.500000,48846.500000,
