,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
Driver,58800.900000,52552.700000,51079.900000,51972.900000,50856.800000,49396.200000,47758.100000,49110.300000,47880.200000,47215.700000,47962.200000,47298.800000,47835.900000,47830.800000,46807.100000,48510.500000,47751.700000,48222.000000,47827.300000,47286.800000,46972.400000,47440.000000,47877.200000,48554.600000,48893.700000,47881.000000,49140.200000,47985.800000,47560.700000,48251.400000,49253.600000,47642.700000,48064.700000,47398.200000,47914.400000,48475.100000,48831.200000,47475.000000,48984.500000,48902.300000,
